id,text,labels
2858,"dù chỉ để nhìn 1 cái , để biết người ấy vẫn ổn , người ấy còn tồn tại . ít nhất là nv 😔","[21, 3, 6]"
you002039,View số đẹp &quot;333&quot;,[7]
31018,Nguyễn Hải Đăng ra luật mới cứ Cho ăn chuối xanh là cho kẹo nó không giám nữa,"[25, 26]"
17156,Thuong con qua,"[3, 6, 21, 22]"
31805,Phương Tha ra côn đảo chưa củng được hahah,[0]
you001425,Vâng cám ơn chú nhiều,[9]
you005763,tiến lên(miền nam),"[5, 7]"
15994,Thuong chú qa,"[3, 6]"
2593,"trông mấy anh bên người ta vẫn men nhỉ , bên mình bạn nam dưới nhìn hơi íu đúi .","[8, 20]"
tik023828,VN xuất khẩu gạo đứng thứ 2 thế giới thôi nha,[7]
2295,khóc vãi 😭,"[21, 22]"
1719,"mày đúng là nên gặp bác sĩ tâm lý , và hoàn toàn nghe theo bác sĩ","[6, 26]"
23026,"Nguyễn Thị Thùy Dung chuẩn luôn, mình đàn ông nhưng thấy nhục thay cho thằng chồng khốn nạn này",[23]
you000906,"Em cảm ơn anh vì những kiến thức, trải nghiệm mà anh đã chia sẻ trên kênh đã truyền thêm rất nhiều động lực cho em nỗ lực mỗi ngày. Chúc anh sang tuổi mới có thêm nhiều cơ hội vươn mình ra khỏi vùng an toàn hơn nữa, thử sức nhiều điều thú vị, hấp dẫn ạ","[9, 5, 8]"
22768,Thằng thuyền Trưởng là muốn bóc lịch mà. Yếu trả ít lương và lần sau không nhận nữa. Ác ôn .cũng trả giá thôi.chung thân .,[24]
you000802,tuyệt vời AD ạ,[11]
tik004523,dù nghèo vẫn yêu thương hạnh phúc là quý rồi. có tiền kg có hạnh phúc cũng thừa,[5]
2719,per tuổi thơ của mềnh đi học là lúc nào bạn tao cũng ngồi trên và khi nào múa giờ ra chơi cũng múa chung với mềnh 😅😅😅,"[0, 2]"
tik021637,"bạn hơi thân thì ít có chuyện để nói với nhau, bạn thân thì không có",[12]
tik022136,đôi khi có nhưng chuyện ko nói r,"[15, 27]"
tik012127,là chọn sai người ☺️,[18]
20445,"Xuân Nghĩa chắc ý bạn là lấy con dao rạch 1 phát r cắm ống hút và tạo đường thở ạ. Mẹ là bs nhưng chuyên khoa nào, trong phim khác thực tế, lý thuyết khác thực hành. Đứng trong cương vị ng mẹ lúc đó đã làm hết khả năng của một ng mẹ một người bác sĩ r bạn ơi","[25, 26]"
tik013233,lựa chọn chỉ là lựa chọn quan trọng đi như thế nào,[15]
you000220,"Champa, Khmer, Xiêm La và Lan Xang thì người Đại Việt không bao giờ ngán",[7]
757,ngẫm nghĩ cha của thánh gióng với sọ dừa ăn mặn vãi .,[0]
you000219,Tự hào về dân tộc vn 🇻🇳🐧👍,[7]
you000603,Ơ anh bước qua tuổi U40 ạ? You look young,"[13, 8]"
tik019202,"ko phải ngại, mà là ko thể hòa hợp vào chủ đề họ nói được🥰 hoặc nói đơn giản là ko chung tần số, ko chung mục tiêu","[12, 6]"
2885,lâu lắm rồi mới nghe lại bài này 😀,"[0, 2]"
1677,t có 2 con bạn thân nó thì cao trọc trời còn tao thì ... . buồn,"[20, 21]"
tik023132,tôi yêu con người và đất nước của tôi 🇻🇳,"[3, 7]"
29376,Điện Thọai Hoàng Thông xem thêm clip đi rồi phán. Dễ bị dắt mũi quá,"[25, 26]"
3866,"m ngon m giết tao luôn đi , má mày","[24, 25]"
12793,Thy'y Chinh có video kh,"[4, 14]"
you004002,"Một phần là do bên đó, một khi mà người ta đã nhờ được mình làm gì đó một vài lần thì sẽ có nhiều lần sau đó nữa ( thành ra mình trở thành tên chạy vặt không công) mà mình lại không nỡ từ chối, vì không từ chối thì mình thiệt, còn từ chối thì lại bị ghét, vậy nên thà rằng ngay từ đầu bị ghét thì mình sẽ ko hoặc đã từng bị phí công vào một ai đó nữa🤷",[25]
1499,"úi sời , gần chỗ mình này","[12, 13]"
tik014423,Da Ngăm tự ti thật 😢,"[19, 21]"
31483,"Không có gì phải buồn hết
Có thực lực thua mới buồn","[5, 26]"
tik012020,hối hận vì nhẫn tâm với a 🥹 bỏ bê a để bây giờ mất người mà thương e nhất... mất a và mất con 😭,"[18, 21, 22]"
2222,per ngày mai là ngày gì mà ra lắm phim vậy bạn ?,[14]
tik001417,🤣 bạc xi vàng cho hít thoải mái nha..😅,[0]
14781,Ngoài bắc thiếu gì cty làm nhỉ. Lương 7-9 tr rất nhiều.,"[15, 27]"
11775,Campa Sara bạn nói phải quá,[11]
19740,Sao lại để cả tên lẫn năm sinh chỗ làm thế kia bị này cx lắm 3 năm đến lúc đó ko có ai nhận làm vì bị dính đến pl rồi nó cx quay lại để trả thù cho coi cũng có vài vụ rồi,"[16, 17, 24, 25]"
4666,mai anh gọi tôi dậy đi :)),"[1, 2, 4]"
tik024064,Tổ quốc luôn trong tim mỗi người vn. Quê cha đất mẹ là thiêng liêng muôn đời,"[3, 7]"
4472,ngày nào cũng vậy . có bỏ lỡ ngày nào đâu mà 🤣🤣,[0]
you004996,Thật ra thuyết tiến hóa của Darwin vẫn chưa được các nhà khoa học hay tổ chức nào chứng minh nó tồn tại 100% nhưng vì từ lúc thuyết đó ra đời vẫn chưa có ai có bằng chứng để phủ nhận và cũng có vài điểm hợp lí nên vẫn giữ thuyết đó đến tận bây giờ và các nỗi sợ hay tật xấu được di truyền từ thời tiền sử đến tận bây giờ có thể chưa chính xác :),[27]
4874,cũng chỉ là tạm thời . chỉ khi nào nguồn nước bẩn thôi đổ vào sông thì mới đảm bảo được .,"[20, 26, 16]"
1508,per giải trí =))),[0]
4953,ph :)) phê hơn cả cần nhé . nên mua cái này về dùng tốt cho chó và người :))),"[0, 2]"
tik013403,Chỉ có đi về phía trước thôi. Cố lên tôi ơi💪💪,[5]
12453,"Xem xong phim này cũng thấy sợ mỗi khi thúc giục các con học,nhưng con cái mà ko có ý thức học cũng lo ạ.","[16, 17]"
23440,cảm giác bị phản bội,"[20, 24, 21]"
33699,19 tuổi mà quen thằng đó 4 năm :)))),"[0, 2, 3]"
tik014425,"Ai cũng có vẻ đẹp riêng của bản thân cả , là phiên bản duy nhất của Ba Mẹ, phiên bản duy nhất trên thế giới, là phiên bản giới hạn, cả thg chỉ có 1, thì lmj em phải ngại","[5, 6]"
33281,"Luan Van Nguyen thật. Có phải bố mẹ mình méo đâu mà đòi dạy, dạy cái củ c 🤣🤣🤣","[0, 25, 26]"
3175,hồi đó cấp 2 mà bán đồ lời mấy chục là mừng quýnh lên rồi =))),"[1, 2]"
14915,"Cô giáo bị chọi vào đầu hai lần, sau đó bị xỉu , bác xem kĩ lại clip","[16, 23, 20]"
you000049,Anh nói về nghị định 168 đi kìa,[23]
tik022915,"ê mà không nói thì bảo là chảnh này kia, nói lên thì bảo là lắm lời nói nhiều nên t cũng chả dám nói luôn á :))","[17, 25]"
2044,thời buổi bây giờ càng nhiều tiền thì cơ hội có việc làm sẽ cao hơn,"[27, 20]"
tik006351,Chỉ cần bạn có giấc mơ 🤭,[5]
tik014043,lms ns nhiều z ak,[15]
tik014997,ngoại tình xấu tự ti lắm đi cùng bạn bè chỉ sợ họ khinh mình nhiều lúc mình thấy người khác bàn tán về mình nhưng mình cũng không dám lên tiếng,"[19, 20, 21, 16, 17]"
31010,Ngựa nào thì vẫn theo đường cũ thôi thể loại này có nước để cho nó ăn chuối xanh thì mới được￼,"[25, 26]"
27291,"Ng Quynhu á tui cũng bị vậy. Có lần tui đang cười xong soi gương, chợt thấy nụ cười của mình sao k giống mình, sợ vãi nhưng vẫn k thể ngừng nhìn. Xong lại thử nhe răng ra cười, xong lại càng sợ. :))) đó không phải tuiii. Mà tui hoàn toàn ổn nha, tâm lí bình thường. 🥲","[13, 16]"
27637,Phạm Sương thật à b,"[13, 14]"
1027,ướp đông lạnh luôn à,[14]
you002692,"Em cũng đang stress cực kì nhưng nhờ có video của chị em thấy khá hơn, em cám ơn chị 🥰😘","[10, 9]"
tik014259,"suy nghĩ trong mình cũng cực dị, y như bị tâm thần phân liệt nặng, mình cũng ko hề mún suy nghĩ lắm như v nhưng ko hiểu sao...😊",[15]
x001475,"@TvNhinhi Cuộc sống là do em lựa chọn, hãy tô màu sắc và hy vọng vào nó.","[5, 6]"
tik021157,t không ngại nói t chỉ ngại tại không chung sở thích với mn nên chả biết nói gì,[19]
tik015584,ngại tht nhiều lúc cứ hỏi sao mình xấu thế😅 [写真],"[19, 21]"
tik023948,Nhiều người giỏi. Thì đất nước với phát triển. Rùi việt nam. Sẻ xây dựng đc các trung tâm nghiên cứu khoa học. Để áp dụng vào cuộc sống. Phát triển đất nước.,"[5, 7]"
4197,hàng cổ rồi anh ơi,[27]
12780,"T xem mà t tức vừa thương các con 
Sao lại có cái loại ác như vậy chứ 
Bộ bã k có con cháu hay sao mà đánh các con dã man vậy mong pháp luận trừng trị","[23, 24]"
23453,Ôi anh ơi ko như anh nghĩ đâu,"[20, 21]"
you000641,xem video của anh giống như cơn gió mát vào mùa hạ vậy,"[2, 8]"
1797,cười lộn ruột,[0]
4737,"đêm hôm coi lại , cười mún rụg rún",[0]
26282,"Ngọc Bích  bọn này gặp chốt công an là rú còi vít ga cổ tình trêu ngươi ấy bạn. Giờ gây chết ng thì khai là vừa nhập đoàn đua, khéo chính nó là chủ thớt tổ chức. 19 tuổi đi tù bóc lịch dc rồi.",[24]
1712,"phải người vô ý thức , đành rằng người ta làm kiếm tiền nghề gì cũng là nghề mình phải biết tôn trọng người khác , có tôn trọng người thì người mới tôn trọng mình . kể cả người ta đi ăn xin mình cũng cho đoàng hoàng chứ không thể cầm tiền quăng cái víu vào người ta được","[26, 24]"
25690,Thuỳ Dung  cái bọn kiểu này đi đêm khuya mà chạy như bọn này sợ bỏ mẹ ra :)). Ghét vãi luôn . Mình chạy đàng hoàng gặp bọn ngáo đá này nó tông thì còn gì người . Nên bọn này không đáng bênh nhé 🙂.,"[16, 25, 24]"
1710,"đúng rồi , tưởng vậy nhưng hóa ra không phải ...","[13, 11, 15]"
32139,Nghiem Ho thời trường ấp mình học nè,[27]
28023,"Giống 1 bộ phim gì của trung quốc, cô gái cũng bị bệnh giống vậy.","[13, 14, 21]"
you000985,"à thì ra ông bạn bằng tuổi. Mình cũng có những trải nghiệm như bạn, mình cũng ra nước ngoài làm việc, cũng chứng kiến nhiều thăng trầm, cũng gặp được nhiều người, nhiều cơ duyên mà có thể nói là bước ngoặt của cuộc đời. Mình tin rằng cuộc sống thực sự của mình mới bắt đầu từ năm 30 này và không có gì là quá muộn để làm việc gì đó. 😁<br><br>Sông sâu tĩnh lặng, lúa chín cúi đầu. Nguyện cho tất cả những người sắp bước sang tuổi 30 sẽ luôn biết mình là ai, biết mình cần gì và luôn làm điều tốt nhất trong mỗi giây phút hiện tại 🙏","[13, 5]"
31454,"Thấy động lực tích góp mấy năm cg nhiều rồi á, chuyển thành thành tích đc hok?😂","[0, 5]"
tik022985,Tự hào khi mình là người Việt nam,[7]
46,mặt chúng bạn kiểu lại đéo được trả tiền rồi 😞,"[24, 25]"
3519,per nhìn mặt cưng gê,"[0, 3, 2, 1]"
263,"về thôi , nghỉ ngơi rồi nở rộ tiếp",[5]
30063,Hàng mới về sơn còn mới mà đã rơi rồi,"[20, 25]"
tik011990,Hối hận khi mình chính mình . tự làm tổn thương mình.,[18]
tik017310,"tự tin đối diện, cố gắng lên ..","[5, 6]"
you002583,1 video hữu ích cho cái mùa thi này<br>Yêu chị 😘😘,"[3, 11]"
tik023076,"2045 nhé , chủ tịch nước nói r ,ae cứ tin vào Đảng và Nhà Nước","[5, 11]"
x000097,@nangoc84 Sớm muộn mọi người sẽ tìm đến defi,[5]
tik021139,tự nhiên thấy mình xàm ghê,[19]
29341,"A vision có mỗi cái nhà ở Hàng Điếu cho thuê, cũng chỉ đủ ăn qua ngày ý các bạn","[20, 21]"
tik014317,Thật ik đâu cx sợ người ta phán sét 🗣,"[17, 16]"
3122,hàng nhà tao cắt tóc xong thì tao cười như con điên từ sáng đến tối =)))),"[0, 2]"
x000249,@cogaisuytu Chúng ta sẽ sống tốt hơn,[5]
1167,"thanh diễm giờ tao hiểu tại sao cứ sáng vô là tao trông tới đi về , đầu tuần trông tới cuối tuần và đầu tháng trông tới cuối tháng rồi 🤣🤣🤣🤭","[0, 10]"
x000051,@nangoc84 Bắt đầu ngay là lối thoát cho sự lười nhát,[5]
5985,ranh con mà láo toét . xem đến đoạn này mà phát bực,"[24, 25]"
31480,"Đánh vậy hay rồi ĐTVN mình sau cái giải cỏ VCS mới tập trung đc có 1 tuần thôi, bọn Trung, Hàn nó tập cả tháng trời. Mình đâu có điều kiện như tụi nó.","[20, 25]"
20909,"Vậy mà vẫn đứng xem tụi nhỏ biểu diễn rồi tung hô, còn ngăn cản công an nữa, đến lạy, ngu xuẩn, thật ngu xuẩn",[24]
x000732,"@july107193 Bài viết hay lắm, đừng nên cố chấp cứ đến thuận theo tự nhiên thôi em ak","[11, 5, 6]"
33267,Nguyễn Trang quả tin nhắn chối quá 🤣,[0]
29685,Thanh Cong Nguyen những đứa k có tiền mu thường rất cay khi nghe tin vf thịnh hành😂,"[0, 25]"
x000648,@Hien2021 =))) thế nào cũng bị mấy shark úp pô kkkk,[0]
31631,Hết cá rồi đến chim. Chán luôn.,"[25, 21]"
tik022632,Yess,[11]
5285,cái này gọi là ấu trĩ phải không,"[25, 23]"
31061,Nguyễn Loan có bảo hiểm lo nhé,"[27, 6]"
tik023463,nghe bài này nổi cả da gà,"[0, 1]"
33316,Rảnh thì lấy chồng đi sao cứ lôi kéo chồng người khác zị,[24]
you003410,Thế giới còn bảo việc lớn lao đang chờ bạn.,[5]
tik023627,Về sản xuất gạo có j đó sai sai😳,"[15, 25]"
5341,xuống đi nó không cắn đâu,[27]
28904,Nguyễn Sin kim đồng ngọc nữ . Đẹp như tạc tượng,"[2, 8]"
16749,Sắp tới top 1 bác joel 😞,"[20, 21]"
tik017296,tự ti vs nhan sắc của mình nên ko dám tiếp cận ai,"[19, 21]"
tik014601,ai cũng có cho mink một nhan sắc vẻ đẹp riêng của mink mà bạn đừng buồn ai cũng đẹp mà,"[5, 6]"
5936,thật là đáng sợ,[16]
6246,crush tao vẫn còn trinh nhé 😘,"[2, 7]"
32500,Hoàng Thành link shopee,[27]
461,tư duy của họ hơn hẳn 1 cái đầu 👍,[8]
red000150,"tôi trước nhá: tôi từng vứt tờ vé số 6,7 tỷ vào thùng rác🥹🥹","[18, 20]"
tik020172,"thật sự, lúc tiếp xúc trong đầu trống hoắc chẳng biết nói về việc gì",[15]
31456,"Buồn là động lực thật đấy, mà 6 năm rồi vẫn buồn thì là kém năng lực =]]]","[21, 20]"
21523,Công ty như cc🙂,"[23, 24]"
you005409,logo por mà đồng phục byd là sao ta,"[15, 14]"
4049,có đứa nào vừa xem vừa sờ tai mình không ? sợ vãi :<<<,"[16, 17]"
red000009,Vấn đề là mày có nợ nần hay gì gì với người ta không mà thành ra vậy. Ở VN có kiểu pháp luật lỏng lẻo vay tiền lại hay quên không trả nên người ta hay làm khó.,"[25, 26, 24]"
tik017052,"mình dc cái xấu nhưng k ngại =))ai nói gì kệ mẹ m, t là t, phát triển bản thân là dc. So sánh với qk chứ đừng so sánh với ai cả","[7, 5]"
1426,nghe lại bài này thấy chột dạ vãi,"[18, 21, 25]"
387,bà tao mất rồi :<,"[21, 22]"
tik021321,Ko có nhan sắc nên lm gì cũng ngại,"[19, 20, 21]"
you000913,chủ nhật xem chiếc video này thấy cùng vibe của những u30 thiệc luôn. Chúng mình hãy cứ tận hưởng hành trình và hạnh phúc nhé các bạn trẻ. Cố lên nào!!,"[2, 5, 6]"
32941,"Liên Hoa tầm này mà nhà phố gì nữa , mua luôn cái con phố ấy","[0, 1]"
2029,":)))) cuộc sống mà . ngày càng thấy bản thân quá nhạt và "" duyên "" :v","[20, 21, 0]"
22057,Jay Nguyen t k biết chử.i thề cứu tui bà,"[16, 17, 25]"
3490,"từ nhỏ đến lớn chỉ nghe được câu mày béo thế , mày nên giảm cân đi chứ không ai nói rằng mày gầy lắm ăn nhiều lên 😆😆","[21, 0, 25]"
6605,đáng yêu quá . phải thằng trai nhà tao thì nó sẽ nhẩy vào tính ôm luôn cái máy ấy về =)),"[0, 3, 4]"
you000598,"Mình mới xem 1 số video của bạn, khá hay và mình chưa có phản biện được mấy dù bt mình cũng hơi nhiễu sự :)) về thiền bạn có thể  nghiên cứu thông qua Phật giáo, mình cũng từng có 1 chút, nhưng sau này thấy cách tiếp cận của Osho thực chiến hơn, phù hợp hơn cho bản thân. Mình cũng ở HN, rất vui nếu có thể cùng ngồi với nhau 1 ly cf và phản biện :)) tư duy của bạn khá hay, mình đã ấn đăng kí kênh :))","[11, 2, 6]"
1933,thế theo mấy bác lớp 5 thì viết chữ như thế nào ạ,[14]
18519,Nhiều lắm mọi người .Đã vậy còn tra số zalo check hình rồi bình luận con gái người ta nữa,"[24, 25]"
tik023674,"tự hào khi đc làm con dân "" "" việt nam "" 😌🇻🇳🇻🇳🇻🇳",[7]
2146,tôi đập cho toè cái mỏ lun nha,"[24, 25]"
3480,có thịt bò nướng là ngon rồi bày đặt kiến đốt,"[24, 25]"
you001320,"Cách thở này giống như ngồi thiền nè, mà ngồi thiền là 8s lận, rất khó. Cám ơn a vì video vô cùng hữu ích ạ!!!","[9, 12]"
3611,"1 đoạn phim được trích ra tuy ngắn nhưng , chứa 1 thông điệp rất có tầm quan trọng","[8, 12]"
1742,"địt mẹ mày viết lên chỗ nào nước đéo tới ấy , ngulon","[23, 24, 26]"
1054,"ổng để móng có 1 bàn tay thôi còn bàn tay kia vẫn sạch sẽ bình thường mà các cụ cứ hỏi chùi đít , đanh răng , quay tay kiểu gì là sao :))","[0, 15]"
2287,nằm đó mà mơ 🙂,[26]
4634,"tuổi thơ mình toàn đi đánh nhau với bọn con trai , có thằng ắt ơ nào chịu nhường nhịn con gái đâu","[25, 26, 24]"
11858,🤗,[6]
tik013911,ngại giao tiếp với giao tiếp kém=)),[19]
14918,Thời gì vậy trời!?,"[25, 13]"
tik005022,vợ chồng ờ dâu mà kổ dậy huynh,[14]
29727,Thanh Trinh  tôi vẫn dùng vsmart cày cuốc ra tiền đây ạ :),"[2, 7, 0]"
you004783,Họ dang múng chuyển sinh lập dàng haren:))),[0]
131,đúng là tốt quá lai thành lạm dụng 😶,[12]
890,crush ở nhà chơi gane rồi haha,"[0, 2]"
28395,hài vậy Alex,[0]
27621,Anh Tên Vinh còng nó lại,"[25, 24]"
2251,móng tay và tóc theo thời gian thì mọc càng dài tại sao chỉ có con chim là nó không mọc dài hơn nữa ta,"[14, 0]"
31072,Lý Trầm Riêng quận 12 luôn nè ông xã tag anh đông dô coi có quen không kkkk,[0]
you004518,sức mạnh của anime và phim 18+ đó,[0]
5517,cmm lộ hết thông tin của người ta,"[24, 26]"
6016,êu ơi mỏng manh thế ??,"[13, 14, 15]"
33729,19t trẻ quá tr vì con là tốt nhma con mik sau này lớn thấy ba đánh mẹ z nó ám ảnh tâm lý lắm kiếm tiền đc lm chủ đc cuộc sống vững chắc r hẳn lấy ck suy nghĩ kĩ trc khi có con đi lm z khổ cho đứa con lắm,"[21, 25]"
5567,đã sợ nhện rồi mà gặp thằng admin chơi trò mất nết :((,"[16, 20, 25]"
3315,hay ý nghĩa sâu sắc 🙂,"[2, 8, 12]"
tik014250,Bảo chảnh🥰 chẳng qua là k quen th🙏👍,"[3, 11]"
6925,chất liệu đỉnh quá,"[2, 8, 1]"
194,chú nghĩ cháu rất giỏi văn và là người có suy nghĩ trưởng thành rồi 💐 rất đáng yêu và tếu giống mấy con giặc nhà chú ❤️,"[2, 3, 8]"
tik014860,fact👍,[11]
1961,"per như một cú tát vào mặt , đau lòng quá đi","[20, 21, 22]"
tik022282,@MH mình bị hỏi như z đó,[15]
you000051,Mày biết việt nam giờ thua xa cam bu chia rồi .,"[24, 20]"
tik024112,ông này trong quân đội mới chào đúng tác phong vậy,[8]
33279,Phạm Song Học đúng.. trách thằng ck nữa mới đã nư.. 🤭,"[24, 25, 0]"
4323,ơ thế chưa ai dẫn ngài trump đi ăn bún đậu mắm tôm hả ?,"[14, 0]"
11826,Hay,[2]
30076,"Mai Thành Nam là sao, m đang nói cái lol gì vậy con chó ngu","[23, 24]"
you002925,"Đag đúng lúc tâm trạng của e ☺☺<br>Cảm ơn nhiều chúc chị luôn thành công , ra nhiều vd nữa nha😘😘😘",[9]
2412,nhớ lại ngày xưa,[27]
26587,Minh Tấn đồng ý,[11]
you001858,Mong rằng năm sau mình sẽ hk vô lại và nhìn thấy cái bình luận này,"[5, 4]"
2039,"đúng là những đứa khốn nạn , có bán hàng hay không thì nói một câu","[24, 25]"
17541,"Nở Color chính xác. Vượt quá sự đau đớn. Ai đã từng rơi vào hoàn cảnh đó mới hiểu cái đau, cái chua chát đang gặm nhấm, cào cấu anh ấy.","[21, 22, 11]"
tik017979,"cười cũng ngại, khóc cũng ngại, nói chuyện cũng ngại...",[19]
3025,mua mà không được phát tán virut bán ra chợ đen thì mua để mà tế ah .,[25]
30118,Hèn chi hồi trưa nhìn nó bay mà cứ thấy lạ lạ,[12]
17262,đi học ít thoi cho tiếp xúc xh đi sau đỡ vấp rồi than,[25]
902,tí nữa vợ nó vắt chân lên cổ bò thì hú hồn,"[0, 16]"
tik011466,nhiều cái đến lúc biết hối hận mới nhận ra ta đã sai từ đâu,"[12, 18]"
tik023469,thiếu cà fe,[4]
32076,Bao kỉ niệm lại ùa về nguyên vẹn.nhớ quá....,[21]
19741,"báo này dễ ăn chửi nè tiết lộ thông tin của ngta, xui sao ông grab bị trả thù cũng có 1 tay mấy ông đấy","[24, 25]"
tik023406,tự hào ghê🥰,[7]
tik016573,"Gò má cao,răng hô,sống mũi thấp,da ngăm ngăm☺️👍🏻","[11, 2, 23]"
32144,"Ly Trân xong chơi xình xịch ở 2 bên thành bê tông chỗ thoát nước, chơi xong giấu gạch vào bụi chuối hôm sau chơi tiếp bạn nhể 😂",[0]
you004010,Quá chuẩn,[11]
tik013431,Quý Dậu sao mệt mỏi lênh đênh thế ae,[21]
tik001425,nhom mà,[27]
tik000349,sorry bà nha áo tui hơi giản☺️,"[19, 2]"
11790,Quang Hùng cũng được nhiều phần rồi ck☺️☺️. Ck mình tyệt vời 👍👍,"[2, 3, 11, 8]"
18614,Ngta bế con cũng chụp đc thằng halo nào v tr,"[24, 26]"
tik000180,"""sorry bà nha áo tui hơi giãn á😭""","[18, 19]"
22001,"Nguyễn Ngọc rồi chửi thêm con ng khác nữa ý mom ạ. Có đợt e gặp cũng kiểu mẹ bấm điện thoại 1 góc, con chạy lăng xăng, chạy vào khu đánh đu, có bạn đang đánh đu va vào bé chạy đó. Con khóc mẹ còn k biết, lúc mn hỏi mới ra, ra thì chửi cái bạn chơi đánh đu kia sao đu tnao va vào e, chửi luôn cả mẹ bé ý là: đứng gần k biết bảo con chơi đu nhẹ à🤣🤣🤣. 
Cạn lời với nhiều mẹ trẻ","[25, 20]"
14647,Nguyễn Ngọc Trân haha cảm ơn đã che chở tao đợt sóng gió vừa rùi :)),"[0, 9, 2]"
tik017588,"ko s đâu mn, đâu có ai xấu mãi mà cũng chẳng có ai mãi đẹp, cứ cố gắng tí một là tốt hơn mỗi ngày nha😅","[5, 10, 6]"
5096,vài chục năm trôi qua mà vẫn chưa đủ tiền mua cái xe máy à,[20]
red000152,"Tôi từng to tiếng với mẹ và làm mẹ phải khóc, tôi vô cùng hối hận về điều đấy","[18, 21]"
3077,mấy vụ giết người chặt xác gần đây ở việt nam toàn là người hiền lành 🤔🤔🤔,"[16, 21, 23]"
2971,"per mày nhìn thành long hồi này có thấy giống mặt anh chung nhung hồi xưa không :))))). thề luôn , tao thấy giống vãi 🤣","[0, 12]"
6467,bác vẽ làm tao nhớ con cá này vãi =))),[0]
6091,sao mọi người gắt gỏng thế nhỉ ? hai anh chị đấy làm cho vui thôi mà lắm người tỏ ra nghiêm túc thế không biết :<,"[25, 0, 15]"
4435,bọn dân trí thấp tưởng thế là hay .,"[25, 23]"
564,"lúc nhỏ mẹ nấu cơm bằng bếp củi , ttao thì không biết gì thấy lửa tắt thì chụm vô : )) mẹ ra quánh cho trận vì nồi cơm khét nghẹt 😑","[0, 21]"
you005127,Có cái váy đẹp vãi,[8]
tik012182,"Không chăm chỉ học tập khi có cơ hội, không học nhiều thứ để biết nhiều hơn. Sống một cuộc đời lãng phí thời gian, lãng phí tất cả. Nếu có kiếp sau chắc chắn sẽ học, học tất cả mọi thứ","[18, 4]"
tik004920,Sao k ăn gạo thôi ? Đậu đen đậu đỏ mắc tiền hơn gạo mà ?Tui k biết ăn đậu để chữa bệnh hay cho no nên nói vậy.,[14]
12752,Dụng Tuyết Nguyễn Bảo Uyên coi clip xong căm phẫn thiệt sự,"[23, 24]"
18195,"Lý Moon đó đo em, nuôi con ốm vặt đạ đau từng khúc ruôt , ry răng mà bme sống nổi đây","[21, 22, 20]"
2256,"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề","[0, 15]"
tik008813,"hồi đó tui cũng hay xin tiền nội tui
mà giờ nội ko còn nữa 😞😞","[18, 22, 21]"
3789,chưa cho ba mẹ được gì . vậy có quyền gì mà đòi phàn nàn về những thứ ba mẹ đã rành rụng bao nhiêu năm để lại cho mình,"[18, 21]"
19404,Quậy chết cđm nó lun đi b ơi. Làm ăn thất đức quá,"[23, 24]"
tik012698,Quá mệt với bản thân rồi 🥺,"[20, 21]"
tik014757,"mắt 1 mí ,mủi to ,da đen tự ti thật nhìn mình trong gương mà tự hỏi sao mình xấu thế","[19, 20, 21]"
11548,"Chuyển giới chả đấm đau, tội con bé.","[6, 21]"
16696,"công nhận đấy, xem từ đầu tới đúng cái tập trước tập Glenn đứt, sau khi đọc review biết tin không dám xem tiếp nữa, bỏ luôn","[20, 21, 22]"
16071,Thương chú quá con chúc chú có thật nhiều sức khỏe bình an,"[3, 6]"
tik015922,"mập
mặt mụn
nọng to
Ai cũng trêu tớ mập xấu như ma đa phần ai cũng ghét tớ... ^^","[21, 19]"
27258,Châu Hải Yến chính nó!! 😱,"[13, 1]"
6044,không ai cho không ai cái gì . đừng nghĩ rằng cho đi sẽ nhận lại được điều tốt đẹp,"[25, 24]"
30447,"Hanh Nguyen dạ đúng rồi chị ơi, nãy em cũng thấy nhảy lên 267 :D","[1, 2]"
tik014963,@_𝚑𝚎𝚒_ 🥵,"[4, 17]"
6771,per lý do nhà tao dùng năng lượng mặt trời .. 😌,[10]
6384,"có gạt tàn , gạt tàn thuốc dô gạt tàn xong xuôi còn đầu lọc vứt xuống chân .... đéo hiểu","[23, 25]"
31552,Chán lắm,[21]
23809,"Phạm Duyên là khi bản thân gặp quá nhiều thất bại, áp lực về lứa tuổi, dẫn đến bản thân cảm thấy bản thân là một gánh nặng sẽ ảnh hưởng đến người khác. Nên họ 44 á","[20, 21, 22]"
tik003022,😅😳😅,"[0, 19]"
6701,khi nào đón bé về nhà nhớ chụp đăng lên cho bọn tao coi dung nhan thằng bé nha :vv,"[1, 4, 2]"
17556,Ngọc Trầm Thủy Thượng cay,"[25, 23]"
tik011876,phải chi ngày đó mình chăm chỉ học hành hơn 1 chút. 🙃,[18]
you000258,Đại Việt ngày xưa chỉ có chấp nhận cống nạp cho Trung Quốc thôi chứ bọn Campuchia tuổi gì,[23]
tik003401,Rất thương anh chị . Nhưng thay vì chúng ta ủng hộ tiền thì chúng ta ủng hộ tìm kiếm công việc cho anh chị . Cái đó mới là cái lâu dài và ổn định,[6]
14121,cuối phim mới die mà cha nội kia nổi trên mặt nước thở bong bóng là sao:))),"[0, 13, 15]"
